index	arm9_relative_offset	page	code_hex	native_character	x0	y0	x1	y1	width	height
1444	000CCD28	4	95B1	奮	120	195	134	209	15	15
1445	000CCD34	4	95B3	糞	135	195	149	209	15	15
1446	000CCD40	4	95B5	雰	150	195	164	209	15	15
1447	000CCD4C	4	95B6	文	165	195	179	209	15	15
1448	000CCD58	4	95B7	聞	180	195	194	209	15	15
1449	000CCD64	4	95BA	兵	195	195	209	209	15	15
1450	000CCD70	4	95BD	平	210	195	224	209	15	15
1451	000CCD7C	4	95C0	並	225	195	239	209	15	15
1452	000CCD88	4	95C2	閉	240	195	254	209	15	15
1453	000CCD94	4	95C4	米	0	210	14	224	15	15
1454	000CCDA0	4	95C7	壁	15	210	29	224	15	15
1455	000CCDAC	4	95CA	別	30	210	44	224	15	15
1456	000CCDB8	4	95CE	偏	45	210	59	224	15	15
1457	000CCDC4	4	95CF	変	60	210	74	224	15	15
1458	000CCDD0	4	95D0	片	75	210	89	224	15	15
1459	000CCDDC	4	95D2	編	90	210	104	224	15	15
1460	000CCDE8	4	95D3	辺	105	210	119	224	15	15
1461	000CCDF4	4	95D4	返	120	210	134	224	15	15
1462	000CCE00	4	95D6	便	135	210	149	224	15	15
1463	000CCE0C	4	95D7	勉	150	210	164	224	15	15
1464	000CCE18	4	95D9	弁	165	210	179	224	15	15
1465	000CCE24	4	95DB	保	180	210	194	224	15	15
1466	000CCE30	4	95DF	捕	195	210	209	224	15	15
1467	000CCE3C	4	95E0	歩	210	210	224	224	15	15
1468	000CCE48	4	95E2	補	225	210	239	224	15	15
1469	000CCE54	4	95E5	募	240	210	254	224	15	15
1470	000CCE60	4	95E6	墓	0	225	14	239	15	15
1471	000CCE6C	4	95E9	暮	15	225	29	239	15	15
1472	000CCE78	4	95EA	母	30	225	44	239	15	15
1473	000CCE84	4	95EF	包	45	225	59	239	15	15
1474	000CCE90	4	95F0	呆	60	225	74	239	15	15
1475	000CCE9C	4	95F1	報	75	225	89	239	15	15
1476	000CCEA8	4	95F6	崩	90	225	104	239	15	15
1477	000CCEB4	4	95F8	抱	105	225	119	239	15	15
1478	000CCEC0	4	95FA	放	120	225	134	239	15	15
1479	000CCECC	4	95FB	方	135	225	149	239	15	15
1480	000CCED8	4	9640	法	150	225	164	239	15	15
1481	000CCEE4	4	9643	砲	165	225	179	239	15	15
1482	000CCEF0	4	9645	胞	180	225	194	239	15	15
1483	000CCEFC	4	964B	訪	195	225	209	239	15	15
1484	000CCF08	4	964C	豊	210	225	224	239	15	15
1485	000CCF14	4	964F	飽	225	225	239	239	15	15
1486	000CCF20	4	9653	亡	240	225	254	239	15	15
1487	000CCF2C	4	9654	傍	0	240	14	254	15	15
1488	000CCF38	4	9656	坊	15	240	29	254	15	15
1489	000CCF44	4	9657	妨	30	240	44	254	15	15
1490	000CCF50	4	9659	忘	45	240	59	254	15	15
1491	000CCF5C	4	965B	房	60	240	74	254	15	15
1492	000CCF68	4	965C	暴	75	240	89	254	15	15
1493	000CCF74	4	965D	望	90	240	104	254	15	15
1494	000CCF80	4	965F	棒	105	240	119	254	15	15
1495	000CCF8C	4	9660	冒	120	240	134	254	15	15
1496	000CCF98	4	9663	膨	135	240	149	254	15	15
1497	000CCFA4	4	9664	謀	150	240	164	254	15	15
1498	000CCFB0	4	9668	防	165	240	179	254	15	15
1499	000CCFBC	4	966B	北	180	240	194	254	15	15
1500	000CCFC8	4	966C	僕	195	240	209	254	15	15
1501	000CCFD4	4	966F	撲	210	240	224	254	15	15
1502	000CCFE0	4	9675	勃	225	240	239	254	15	15
1503	000CCFEC	4	9677	殆	240	240	254	254	15	15
1504	000CCFF8	5	967B	本	0	0	14	14	15	15
1505	000CD004	5	967C	翻	15	0	29	14	15	15
1506	000CD010	5	967E	盆	30	0	44	14	15	15
1507	000CD01C	5	9681	磨	45	0	59	14	15	15
1508	000CD028	5	9682	魔	60	0	74	14	15	15
1509	000CD034	5	9684	埋	75	0	89	14	15	15
1510	000CD040	5	9686	昧	90	0	104	14	15	15
1511	000CD04C	5	9687	枚	105	0	119	14	15	15
1512	000CD058	5	9688	毎	120	0	134	14	15	15
1513	000CD064	5	968B	幕	135	0	149	14	15	15
1514	000CD070	5	9694	又	150	0	164	14	15	15
1515	000CD07C	5	9695	抹	165	0	179	14	15	15
1516	000CD088	5	9696	末	180	0	194	14	15	15
1517	000CD094	5	969C	万	195	0	209	14	15	15
1518	000CD0A0	5	969D	慢	210	0	224	14	15	15
1519	000CD0AC	5	969E	満	225	0	239	14	15	15
1520	000CD0B8	5	96A1	味	240	0	254	14	15	15
1521	000CD0C4	5	96A2	未	0	15	14	29	15	15
1522	000CD0D0	5	96A3	魅	15	15	29	29	15	15
1523	000CD0DC	5	96AD	妙	30	15	44	29	15	15
1524	000CD0E8	5	96AF	民	45	15	59	29	15	15
1525	000CD0F4	5	96B0	眠	60	15	74	29	15	15
1526	000CD100	5	96B1	務	75	15	89	29	15	15
1527	000CD10C	5	96B2	夢	90	15	104	29	15	15
1528	000CD118	5	96B3	無	105	15	119	29	15	15
1529	000CD124	5	96B5	矛	120	15	134	29	15	15
1530	000CD130	5	96BA	娘	135	15	149	29	15	15
1531	000CD13C	5	96BC	名	150	15	164	29	15	15
1532	000CD148	5	96BD	命	165	15	179	29	15	15
1533	000CD154	5	96BE	明	180	15	194	29	15	15
1534	000CD160	5	96C0	迷	195	15	209	29	15	15
1535	000CD16C	5	96C2	鳴	210	15	224	29	15	15
1536	000CD178	5	96C5	滅	225	15	239	29	15	15
1537	000CD184	5	96CA	面	240	15	254	29	15	15
1538	000CD190	5	96D1	毛	0	30	14	44	15	15
1539	000CD19C	5	96D2	猛	15	30	29	44	15	15
1540	000CD1A8	5	96D8	木	30	30	44	44	15	15
1541	000CD1B4	5	96D9	黙	45	30	59	44	15	15
1542	000CD1C0	5	96DA	目	60	30	74	44	15	15
1543	000CD1CC	5	96DF	戻	75	30	89	44	15	15
1544	000CD1D8	5	96E1	貰	90	30	104	44	15	15
1545	000CD1E4	5	96E2	問	105	30	119	44	15	15
1546	000CD1F0	5	96E5	門	120	30	134	44	15	15
1547	000CD1FC	5	96E9	夜	135	30	149	44	15	15
1548	000CD208	5	96EC	野	150	30	164	44	15	15
1549	000CD214	5	96EE	矢	165	30	179	44	15	15
1550	000CD220	5	96F0	役	180	30	194	44	15	15
1551	000CD22C	5	96F1	約	195	30	209	44	15	15
1552	000CD238	5	96F2	薬	210	30	224	44	15	15
1553	000CD244	5	96F3	訳	225	30	239	44	15	15
1554	000CD250	5	96F4	躍	240	30	254	44	15	15
1555	000CD25C	5	96FB	油	0	45	14	59	15	15
1556	000CD268	5	9744	優	15	45	29	59	15	15
1557	000CD274	5	9745	勇	30	45	44	59	15	15
1558	000CD280	5	9746	友	45	45	59	59	15	15
1559	000CD28C	5	974C	有	60	45	74	59	15	15
1560	000CD298	5	9752	由	75	45	89	59	15	15
1561	000CD2A4	5	9754	裕	90	45	104	59	15	15
1562	000CD2B0	5	9755	誘	105	45	119	59	15	15
1563	000CD2BC	5	9756	遊	120	45	134	59	15	15
1564	000CD2C8	5	975A	融	135	45	149	59	15	15
1565	000CD2D4	5	975C	予	150	45	164	59	15	15
1566	000CD2E0	5	975D	余	165	45	179	59	15	15
1567	000CD2EC	5	975E	与	180	45	194	59	15	15
1568	000CD2F8	5	9764	妖	195	45	209	59	15	15
1569	000CD304	5	9765	容	210	45	224	59	15	15
1570	000CD310	5	9767	揚	225	45	239	59	15	15
1571	000CD31C	5	9768	揺	240	45	254	59	15	15
1572	000CD328	5	976A	曜	0	60	14	74	15	15
1573	000CD334	5	976C	様	15	60	29	74	15	15
1574	000CD340	5	976E	溶	30	60	44	74	15	15
1575	000CD34C	5	9770	用	45	60	59	74	15	15
1576	000CD358	5	9774	葉	60	60	74	74	15	15
1577	000CD364	5	9776	要	75	60	89	74	15	15
1578	000CD370	5	977A	陽	90	60	104	74	15	15
1579	000CD37C	5	977B	養	105	60	119	74	15	15
1580	000CD388	5	977D	抑	120	60	134	74	15	15
1581	000CD394	5	977E	欲	135	60	149	74	15	15
1582	000CD3A0	5	9782	翌	150	60	164	74	15	15
1583	000CD3AC	5	9787	裸	165	60	179	74	15	15
1584	000CD3B8	5	9788	来	180	60	194	74	15	15
1585	000CD3C4	5	978A	頼	195	60	209	74	15	15
1586	000CD3D0	5	978D	絡	210	60	224	74	15	15
1587	000CD3DC	5	978E	落	225	60	239	74	15	15
1588	000CD3E8	5	9790	乱	240	60	254	74	15	15
1589	000CD3F4	5	9792	嵐	0	75	14	89	15	15
1590	000CD400	5	9798	利	15	75	29	89	15	15
1591	000CD40C	5	979D	理	30	75	44	89	15	15
1592	000CD418	5	97A0	裏	45	75	59	89	15	15
1593	000CD424	5	97A3	離	60	75	74	89	15	15
1594	000CD430	5	97A5	律	75	75	89	89	15	15
1595	000CD43C	5	97A6	率	90	75	104	89	15	15
1596	000CD448	5	97A7	立	105	75	119	89	15	15
1597	000CD454	5	97AA	略	120	75	134	89	15	15
1598	000CD460	5	97AC	流	135	75	149	89	15	15
1599	000CD46C	5	97AD	溜	150	75	164	89	15	15
1600	000CD478	5	97B4	龍	165	75	179	89	15	15
1601	000CD484	5	97B6	慮	180	75	194	89	15	15
1602	000CD490	5	97B7	旅	195	75	209	89	15	15
1603	000CD49C	5	97B9	了	210	75	224	89	15	15
1604	000CD4A8	5	97BC	両	225	75	239	89	15	15
1605	000CD4B4	5	97BF	料	240	75	254	89	15	15
1606	000CD4C0	5	97C7	良	0	90	14	104	15	15
1607	000CD4CC	5	97CA	量	15	90	29	104	15	15
1608	000CD4D8	5	97CD	力	30	90	44	104	15	15
1609	000CD4E4	5	97D7	隣	45	90	59	104	15	15
1610	000CD4F0	5	97DE	類	60	90	74	104	15	15
1611	000CD4FC	5	97DF	令	75	90	89	104	15	15
1612	000CD508	5	97E1	例	90	90	104	104	15	15
1613	000CD514	5	97E2	冷	105	90	119	104	15	15
1614	000CD520	5	97E7	礼	120	90	134	104	15	15
1615	000CD52C	5	97F0	歴	135	90	149	104	15	15
1616	000CD538	5	97F1	列	150	90	164	104	15	15
1617	000CD544	5	97F2	劣	165	90	179	104	15	15
1618	000CD550	5	97F3	烈	180	90	194	104	15	15
1619	000CD55C	5	97F4	裂	195	90	209	104	15	15
1620	000CD568	5	97F6	恋	210	90	224	104	15	15
1621	000CD574	5	97FB	練	225	90	239	104	15	15
1622	000CD580	5	9841	連	240	90	254	104	15	15
1623	000CD58C	5	9846	炉	0	105	14	119	15	15
1624	000CD598	5	9848	路	15	105	29	119	15	15
1625	000CD5A4	5	984A	労	30	105	44	119	15	15
1626	000CD5B0	5	984D	弄	45	105	59	119	15	15
1627	000CD5BC	5	9851	浪	60	105	74	119	15	15
1628	000CD5C8	5	9852	漏	75	105	89	119	15	15
1629	000CD5D4	5	9854	狼	90	105	104	119	15	15
1630	000CD5E0	5	9856	老	105	105	119	119	15	15
1631	000CD5EC	5	9859	郎	120	105	134	119	15	15
1632	000CD5F8	5	985A	六	135	105	149	119	15	15
1633	000CD604	5	985E	録	150	105	164	119	15	15
1634	000CD610	5	9861	和	165	105	179	119	15	15
1635	000CD61C	5	9862	話	180	105	194	119	15	15
1636	000CD628	5	9866	惑	195	105	209	119	15	15
1637	000CD634	5	986D	藁	210	105	224	119	15	15
1638	000CD640	5	9872	腕	225	105	239	119	15	15
1639	000CD64C	5	98A4	丶	240	105	254	119	15	15
1640	000CD658	5	9AD0	墟	0	120	14	134	15	15
1641	000CD664	5	9AF8	奢	15	120	29	134	15	15
1642	000CD670	5	9BB3	峙	30	120	44	134	15	15
1643	000CD67C	5	9C61	彗	45	120	59	134	15	15
1644	000CD688	5	9CE0	憫	60	120	74	134	15	15
1645	000CD694	5	9E42	曖	75	120	89	134	15	15
1646	000CD6A0	5	E0CE	猥	90	120	104	134	15	15
1647	000CD6AC	5	E0F8	璧	105	120	119	134	15	15
1648	000CD6B8	5	E263	稍	120	120	134	134	15	15
1649	000CD6C4	5	E472	舐	135	120	149	134	15	15
1650	000CD6D0	5	E581	蛛	150	120	164	134	15	15
1651	000CD6DC	5	E5F6	褻	165	120	179	134	15	15
1652	000CD6E8	5	E690	謳	180	120	194	134	15	15
1653	000CD6F4	5	E6D2	贅	195	120	209	134	15	15
1654	000CD700	5	E888	闊	210	120	224	134	15	15
1655	000CD70C	5	E8A6	隕	225	120	239	134	15	15
1656	000CD718	5	E94C	餃	240	120	254	134	15	15
1657	000CD724	5	E951	餡	0	135	14	149	15	15
1658	000CD730	5	E981	驕	15	135	29	149	15	15
